pubtime	pcode	sentiment_score	半导体电子	计算机通信互联网	新能源电力设备	汽车产业链	医药医疗	金融	地产建筑建材	机械设备高端制造	军工航空航天	有色金属资源	化工材料	消费食品家电轻工	交通运输物流	公用事业环保	综合其他
2023-12-29 20:57:10	国办发〔2023〕48号	0.676099	0.230769	0.538462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.153846	0.000000	0.000000	0.000000	0.076923
2023-12-26 20:57:00	国办发〔2023〕46号	0.654352	0.000000	0.033333	0.000000	0.000000	0.733333	0.000000	0.000000	0.000000	0.016667	0.000000	0.000000	0.000000	0.016667	0.000000	0.200000
2023-12-21 16:57:00	国令第769号	0.678454	0.000000	0.000000	0.000000	0.000000	0.166667	0.277778	0.000000	0.000000	0.555556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2023-12-14 09:57:00	国令第767号	0.684975	0.000000	0.000000	0.000000	0.000000	0.946903	0.017699	0.000000	0.000000	0.008850	0.000000	0.000000	0.000000	0.017699	0.000000	0.008850
2023-12-13 16:57:20	国函〔2023〕144号	0.677627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2023-12-13 16:57:10	国函〔2023〕143号	0.645383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2023-12-11 20:57:00	国办发〔2023〕42号	0.704628	0.000000	0.035714	0.000000	0.017857	0.071429	0.375000	0.000000	0.000000	0.000000	0.000000	0.017857	0.089286	0.303571	0.000000	0.089286
2023-12-07 20:57:00	国发〔2023〕24号	0.659142	0.000000	0.000000	0.120482	0.024096	0.000000	0.030120	0.054217	0.000000	0.036145	0.174699	0.030120	0.048193	0.313253	0.114458	0.054217
2023-12-07 15:57:00	国发〔2023〕23号	0.633089	0.000000	0.265625	0.015625	0.046875	0.203125	0.250000	0.000000	0.000000	0.000000	0.015625	0.015625	0.046875	0.078125	0.000000	0.062500
2023-11-08 16:26:00	国办函〔2023〕115号	0.665887	0.000000	0.051724	0.017241	0.000000	0.000000	0.137931	0.017241	0.000000	0.000000	0.017241	0.017241	0.000000	0.465517	0.103448	0.172414
2023-11-02 16:57:00	国函〔2023〕122号	0.687625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2023-10-31 16:55:00	国发〔2023〕17号	0.672801	0.000000	0.076923	0.012821	0.025641	0.160256	0.173077	0.006410	0.051282	0.044872	0.032051	0.025641	0.032051	0.185897	0.025641	0.147436
2023-10-27 16:57:00	国发〔2023〕18号	0.650400	0.000000	0.500000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2023-10-25 16:57:00	国办函〔2023〕107号	0.692236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2023-10-24 16:57:00	国令第766号	0.693352	0.000000	0.300000	0.000000	0.000000	0.120000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080000	0.000000	0.000000	0.500000
2023-10-23 20:57:20	国函〔2023〕115号	0.672606	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2023-10-23 20:57:10	国办发〔2023〕39号	0.686652	0.000000	0.000000	0.000000	0.000000	0.484848	0.090909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.424242
