pubtime	pcode	sentiment_score	半导体电子	计算机通信互联网	新能源电力设备	汽车产业链	医药医疗	金融	地产建筑建材	机械设备高端制造	军工航空航天	有色金属资源	化工材料	消费食品家电轻工	交通运输物流	公用事业环保	综合其他
2020-12-30 16:55:00	国办函〔2020〕128号	0.676399	0.000000	0.000000	0.000000	0.000000	0.153846	0.000000	0.000000	0.000000	0.230769	0.000000	0.000000	0.000000	0.307692	0.000000	0.307692
2020-12-29 16:55:00	国令第733号	0.631155	0.000000	0.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333
2020-12-24 16:55:00	国办发〔2020〕51号	0.709902	0.000000	0.181818	0.000000	0.090909	0.272727	0.000000	0.000000	0.000000	0.181818	0.090909	0.000000	0.000000	0.090909	0.000000	0.090909
2020-12-23 19:55:00	国函〔2020〕168号	0.650235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020-12-21 14:55:00	国办发〔2020〕50号	0.631226	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.400000
2020-12-18 17:55:00	国办发〔2020〕49号	0.702568	0.000000	0.200000	0.000000	0.000000	0.000000	0.400000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000
2020-12-17 16:55:00	国办函〔2020〕116号	0.625688	0.000000	0.015748	0.000000	0.000000	0.000000	0.078740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.771654	0.031496	0.102362
2020-12-16 14:56:00	None	0.635030	0.000000	0.000000	0.000000	0.000000	0.333333	0.066667	0.000000	0.000000	0.066667	0.000000	0.033333	0.000000	0.300000	0.000000	0.200000
2020-12-15 16:56:00	国函〔2020〕166号	0.686535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
2020-12-14 13:56:00	国办函〔2020〕115号	0.673689	0.000000	0.006944	0.000000	0.000000	0.000000	0.013889	0.006944	0.000000	0.000000	0.000000	0.041667	0.027778	0.868056	0.013889	0.020833
2020-12-07 17:56:00	国函〔2020〕162号	0.692510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020-12-02 16:56:00	国办发〔2020〕47号	0.661347	0.030303	0.090909	0.000000	0.000000	0.030303	0.212121	0.000000	0.000000	0.242424	0.000000	0.000000	0.000000	0.030303	0.000000	0.363636
2020-12-01 14:56:00	国办函〔2020〕109号	0.661951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020-11-27 16:57:00	国发〔2020〕15号	0.690988	0.000000	0.100000	0.000000	0.000000	0.175000	0.000000	0.025000	0.000000	0.000000	0.000000	0.100000	0.000000	0.025000	0.250000	0.325000
2020-11-23 20:00:24	国办函〔2020〕99号	0.764252	0.000000	0.126984	0.000000	0.000000	0.174603	0.000000	0.000000	0.000000	0.174603	0.000000	0.000000	0.000000	0.158730	0.000000	0.365079
2020-11-20 18:26:00	国办发〔2020〕46号	0.677196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.600000	0.000000	0.000000	0.200000
2020-11-19 17:57:00	国函〔2020〕155号	0.680152	0.000000	0.083333	0.000000	0.000000	0.000000	0.055556	0.000000	0.000000	0.000000	0.000000	0.000000	0.027778	0.000000	0.027778	0.805556
2020-11-19 16:57:00	国办函〔2020〕106号	0.305950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020-11-17 16:57:00	国办发〔2020〕44号	0.710317	0.000000	0.050000	0.000000	0.000000	0.000000	0.100000	0.000000	0.000000	0.050000	0.000000	0.000000	0.050000	0.000000	0.000000	0.750000
2020-11-10 16:55:00	国办发〔2020〕43号	0.667438	0.000000	0.118056	0.000000	0.027778	0.256944	0.319444	0.000000	0.000000	0.000000	0.000000	0.006944	0.020833	0.125000	0.013889	0.111111
2020-11-09 17:55:00	国办发〔2020〕40号	0.690722	0.000000	0.086957	0.014493	0.014493	0.028986	0.130435	0.000000	0.072464	0.072464	0.014493	0.000000	0.086957	0.318841	0.028986	0.130435
2020-11-09 16:57:00	国办发〔2020〕42号	0.675222	0.000000	0.500000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.125000	0.000000	0.000000	0.000000	0.125000
2020-11-04 16:57:00	国办发〔2020〕41号	0.693871	0.000000	0.000000	0.000000	0.000000	0.000000	0.111111	0.055556	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.666667
2020-11-02 19:00:00	国函〔2020〕149号	0.506691	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020-11-02 16:57:00	国办发〔2020〕39号	0.691291	0.002358	0.096698	0.275943	0.518868	0.000000	0.007075	0.004717	0.011792	0.002358	0.011792	0.002358	0.014151	0.030660	0.002358	0.018868
2020-10-27 16:57:00	国令第731号	0.594863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020-10-22 16:57:00	国办发〔2020〕37号	0.689417	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020-10-22 13:34:58	中央军委关于同意新建湖南邵阳武冈民用机场的批复	0.593140	0.000000	0.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.857143	0.000000	0.000000
2020-10-10 09:45:00	国办发〔2020〕36号	0.616419	0.000000	0.083333	0.000000	0.000000	0.083333	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667
2020-10-09 17:58:00	国发〔2020〕14号	0.641895	0.000000	0.000000	0.000000	0.000000	0.000000	0.860465	0.000000	0.023256	0.000000	0.000000	0.000000	0.000000	0.046512	0.023256	0.046512
2020-09-29 16:58:00	国办发〔2020〕35号	0.706545	0.000000	0.044643	0.000000	0.000000	0.446429	0.392857	0.000000	0.000000	0.017857	0.000000	0.000000	0.000000	0.044643	0.000000	0.053571
