pubtime	pcode	sentiment_score	半导体电子	计算机通信互联网	新能源电力设备	汽车产业链	医药医疗	金融	地产建筑建材	机械设备高端制造	军工航空航天	有色金属资源	化工材料	消费食品家电轻工	交通运输物流	公用事业环保	综合其他
2025-12-30 17:01:00	国令第826号	0.693059	0.000000	0.042553	0.021277	0.000000	0.085106	0.106383	0.191489	0.000000	0.021277	0.000000	0.000000	0.212766	0.170213	0.021277	0.127660
2025-12-16 17:00:00	国令第823号	0.680299	0.000000	0.125000	0.000000	0.000000	0.000000	0.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.500000
2025-12-15 17:00:00	中央军委办公厅关于印发《兵役登记工作规定》的通知	0.654262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.600000
2025-12-04 17:00:00	国函〔2025〕112号	0.463911	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-11-21 17:00:00	国令第822号	0.605848	0.000000	0.111111	0.000000	0.000000	0.027778	0.138889	0.000000	0.138889	0.138889	0.027778	0.000000	0.000000	0.166667	0.000000	0.250000
2025-11-10 17:00:00	国办发〔2025〕38号	0.638960	0.000000	0.038462	0.000000	0.000000	0.000000	0.423077	0.000000	0.000000	0.115385	0.000000	0.000000	0.000000	0.269231	0.076923	0.076923
2025-11-07 17:00:00	国办发〔2025〕37号	0.709621	0.000000	0.213333	0.066667	0.013333	0.093333	0.013333	0.013333	0.080000	0.040000	0.000000	0.013333	0.080000	0.186667	0.013333	0.173333
2025-11-06 17:01:00	国令第820号	0.664281	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.500000
2025-10-22 17:00:00	国函〔2025〕101号	0.679191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-10-17 17:00:00	国办函〔2025〕102号	0.792211	0.000000	0.280822	0.000000	0.000000	0.219178	0.000000	0.068493	0.000000	0.068493	0.013699	0.006849	0.000000	0.184932	0.006849	0.150685
2025-10-11 17:00:00	国令第819号	0.679787	0.000000	0.000000	0.000000	0.000000	0.000000	0.058824	0.058824	0.000000	0.000000	0.000000	0.352941	0.000000	0.058824	0.000000	0.470588
2025-10-10 17:00:00	国令第818号	0.640638	0.000000	0.000000	0.000000	0.000000	0.976471	0.011765	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011765
2025-10-09 17:00:00	国办发〔2025〕33号	0.633297	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000
2025-09-29 19:00:00	国令第817号	0.703647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271375	0.000000	0.000000	0.000000	0.728625	0.000000	0.000000
2025-09-23 17:00:00	国令第816号	0.685016	0.000000	0.000000	0.000000	0.000000	0.000000	0.071429	0.071429	0.000000	0.571429	0.000000	0.000000	0.000000	0.214286	0.000000	0.071429
2025-09-15 17:01:00	国令第815号	0.722357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-09-15 17:00:00	国办函〔2025〕95号	0.621925	0.000000	0.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093750	0.000000	0.031250	0.093750	0.187500	0.000000	0.468750
2025-09-12 17:00:00	国办发〔2025〕32号	0.707943	0.000000	0.000000	0.263158	0.000000	0.052632	0.000000	0.000000	0.000000	0.052632	0.000000	0.000000	0.000000	0.105263	0.000000	0.526316
2025-09-11 15:00:00	国函〔2025〕86号	0.671741	0.000000	0.105618	0.026966	0.024719	0.049438	0.411236	0.020225	0.013483	0.026966	0.004494	0.013483	0.006742	0.065169	0.002247	0.229213
2025-09-10 17:00:00	国函〔2025〕87号	0.521129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-09-10 17:00:00	国函〔2025〕85号	0.613727	0.000000	0.010204	0.000000	0.000000	0.897959	0.040816	0.000000	0.000000	0.000000	0.000000	0.010204	0.000000	0.000000	0.000000	0.040816
2025-09-04 17:00:00	国办发〔2025〕31号	0.684328	0.000000	0.029412	0.000000	0.014706	0.014706	0.235294	0.000000	0.014706	0.029412	0.000000	0.000000	0.544118	0.014706	0.000000	0.102941
2025-08-26 17:00:00	国发〔2025〕11号	0.721150	0.007407	0.755556	0.000000	0.007407	0.014815	0.000000	0.000000	0.029630	0.000000	0.000000	0.000000	0.081481	0.014815	0.000000	0.088889
2025-08-21 17:00:00	国函〔2025〕80号	0.673538	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-08-14 19:00:00	国令第814号	0.688493	0.000000	0.000000	0.000000	0.111111	0.111111	0.000000	0.000000	0.000000	0.333333	0.000000	0.000000	0.000000	0.333333	0.000000	0.111111
2025-08-07 17:00:00	国办发〔2025〕28号	0.653146	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.800000
2025-08-05 17:00:00	国办发〔2025〕27号	0.630582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
2025-07-22 19:00:00	国令第813号	0.667307	0.000000	0.000000	0.000000	0.009091	0.000000	0.009091	0.027273	0.000000	0.000000	0.000000	0.000000	0.000000	0.890909	0.000000	0.063636
2025-07-21 19:00:00	国令第812号	0.686460	0.000000	0.071429	0.000000	0.000000	0.000000	0.000000	0.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.428571	0.071429
2025-07-09 17:00:00	国办发〔2025〕25号	0.629149	0.000000	0.027027	0.000000	0.000000	0.054054	0.756757	0.000000	0.054054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108108
2025-07-08 19:01:00	国办函〔2025〕70号	0.645311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-07-08 19:00:00	国办发〔2025〕24号	0.694759	0.000000	0.500000	0.000000	0.000000	0.000000	0.100000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.300000
2025-07-03 19:00:00	国函〔2025〕68号	0.672223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-06-30 17:00:00	国办发〔2025〕23号	0.672069	0.000000	0.117647	0.000000	0.000000	0.205882	0.205882	0.000000	0.000000	0.000000	0.000000	0.000000	0.058824	0.117647	0.000000	0.294118
2025-06-27 17:00:00	国令第811号	0.634284	0.000000	0.040000	0.000000	0.000000	0.000000	0.320000	0.000000	0.000000	0.040000	0.000000	0.000000	0.240000	0.000000	0.000000	0.360000
2025-06-26 17:00:00	国办发〔2025〕22号	0.671426	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-06-23 17:00:00	国令第810号	0.667634	0.000000	0.903226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096774	0.000000	0.000000
2025-06-17 17:00:00	国办函〔2025〕59号	0.641180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2025-06-09 18:00:00	国办函〔2025〕57号	0.683606	0.000000	0.007812	0.007812	0.000000	0.000000	0.007812	0.617188	0.000000	0.046875	0.000000	0.000000	0.000000	0.234375	0.062500	0.015625
2025-06-05 19:00:00	国发〔2025〕9号	0.701503	0.000000	0.035714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071429	0.000000	0.000000	0.000000	0.000000	0.000000	0.892857
2025-06-05 17:00:00	国函〔2025〕57号	0.673583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
