pubtime	pcode	sentiment_score	半导体电子	计算机通信互联网	新能源电力设备	汽车产业链	医药医疗	金融	地产建筑建材	机械设备高端制造	军工航空航天	有色金属资源	化工材料	消费食品家电轻工	交通运输物流	公用事业环保	综合其他
2021-12-29 12:55:00	国办发〔2021〕52号	0.684571	0.000000	0.026316	0.000000	0.000000	0.000000	0.921053	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052632
2021-12-27 16:55:00	国函〔2021〕131号	0.662992	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2021-12-20 11:25:00	国办发〔2021〕49号	0.662026	0.000000	0.027778	0.000000	0.000000	0.277778	0.166667	0.000000	0.083333	0.027778	0.000000	0.027778	0.083333	0.111111	0.000000	0.194444
2021-12-17 14:55:00	国函〔2021〕128号	0.709446	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
2021-12-11 12:50:00	国办发明电〔2021〕14号	0.664009	0.000000	0.000000	0.000000	0.000000	0.258065	0.000000	0.000000	0.000000	0.096774	0.000000	0.000000	0.000000	0.580645	0.000000	0.064516
2021-12-08 16:55:00	国发〔2021〕26号	0.694348	0.000000	0.142857	0.000000	0.000000	0.000000	0.071429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.785714
2021-12-03 09:55:00	国函〔2021〕121号	0.596288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2021-11-30 17:55:00	国办发〔2020〕30号	0.684519	0.000000	0.279070	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.720930
2021-11-29 14:55:00	国令第749号	0.624765	0.000000	0.000000	0.000000	0.000000	0.000000	0.982759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017241
2021-11-26 09:55:00	国发〔2021〕15号	0.697234	0.000000	0.105882	0.023529	0.023529	0.105882	0.223529	0.141176	0.011765	0.000000	0.000000	0.000000	0.058824	0.047059	0.082353	0.176471
2021-11-23 14:55:00	国函〔2021〕112号	0.671047	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2021-11-22 16:55:00	国办发〔2021〕45号	0.669714	0.000000	0.000000	0.000000	0.000000	0.000000	0.631579	0.000000	0.105263	0.000000	0.000000	0.000000	0.000000	0.263158	0.000000	0.000000
2021-11-19 11:55:00	国办发〔2021〕42号	0.641292	0.000000	0.020270	0.000000	0.000000	0.668919	0.236486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074324
2021-11-18 17:55:00	国函〔2021〕115号	0.627156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.388889	0.000000	0.000000	0.000000	0.611111	0.000000	0.000000
2021-11-15 14:55:00	国办发〔2021〕44号	0.692876	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.250000
2021-11-12 16:55:00	国办函〔2021〕105号	0.661731	0.000000	0.590909	0.000000	0.000000	0.181818	0.045455	0.000000	0.000000	0.000000	0.000000	0.000000	0.045455	0.000000	0.000000	0.136364
2021-11-12 10:55:00	国函〔2021〕113号	0.688452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2021-11-10 16:55:00	国办发〔2021〕40号	0.680297	0.000000	0.000000	0.034483	0.000000	0.000000	0.551724	0.034483	0.000000	0.000000	0.068966	0.034483	0.000000	0.000000	0.000000	0.275862
